Unique_Scientific_Name,Wing_Chord,Bill_Depth
Thamnophilus_aethiops,75,6.3
Thamnophilus_aethiops,73,5.9
Thamnophilus_aethiops,74,NA
Thamnophilus_aethiops,73,6.7
Thamnophilus_aethiops,69,6.9
Thamnophilus_aethiops,72,6.3
Thamnophilus_aethiops,70,6.5
Thamnophilus_aethiops,71,6.1
Thamnophilus_aethiops,69,6.2
Thamnophilus_aethiops,67,5.9
Thamnophilus_aethiops,74,6.8
Thamnophilus_amazonicus,72,6.2
Thamnophilus_amazonicus,71,6
Thamnophilus_amazonicus,70,6.3
Thamnophilus_amazonicus,70,5.7
Thamnophilus_amazonicus,74,6.2
Thamnophilus_amazonicus,68,5.7
Thamnophilus_amazonicus,69,5.8
Thamnophilus_amazonicus,71,5.4
Thamnophilus_aroyae,64.2,5.7
Thamnophilus_aroyae,65.1,5.8
Thamnophilus_aroyae,65,6
Thamnophilus_aroyae,66,5.9
Thamnophilus_atrinucha,70,6.4
Thamnophilus_atrinucha,68,5.2
Thamnophilus_atrinucha,66,5.8
Thamnophilus_atrinucha,71,6.7
Thamnophilus_atrinucha,69,6.4
Thamnophilus_atrinucha,67,6.5
Thamnophilus_atrinucha,70,6.2
Thamnophilus_atrinucha,72,6.2
Thamnophilus_atrinucha,71,6.6
Thamnophilus_atrinucha,66,6
Thamnophilus_atrinucha,69,6.6
Thamnophilus_atrinucha,70,6.2
Thamnophilus_atrinucha,64,6.4
Thamnophilus_atrinucha,66,6.1
Thamnophilus_atrinucha,64,6.5
Thamnophilus_atrinucha,69,6.8
Thamnophilus_atrinucha,65,6.3
Thamnophilus_atrinucha,66,6.4
Thamnophilus_atrinucha,66,6.1
Thamnophilus_atrinucha,65,6.6
Thamnophilus_atrinucha,66,6.5
Thamnophilus_atrinucha,69,6.5
Thamnophilus_atrinucha,69.5,6.1
Thamnophilus_atrinucha,70,7
Thamnophilus_atrinucha,68,6.7
Thamnophilus_atrinucha,70.5,6.4
Thamnophilus_atrinucha,69,6.5
Thamnophilus_atrinucha,64,5.9
Thamnophilus_atrinucha,68,6.1
Thamnophilus_atrinucha,68,6.1
Thamnophilus_atrinucha,70,6.1
Thamnophilus_bridgesi,75,6.6
Thamnophilus_bridgesi,72,6.7
Thamnophilus_bridgesi,75,6.8
Thamnophilus_bridgesi,76,7.3
Thamnophilus_bridgesi,76,7
Thamnophilus_bridgesi,74,6.9
Thamnophilus_bridgesi,74,7.2
Thamnophilus_bridgesi,73,6.6
Thamnophilus_bridgesi,73,6.5
Thamnophilus_bridgesi,72,6.6
Thamnophilus_bridgesi,73,7
Thamnophilus_bridgesi,76,6.5
Thamnophilus_bridgesi,71,6.8
Thamnophilus_bridgesi,71,7.2
Thamnophilus_bridgesi,70,6.7
Thamnophilus_bridgesi,71,6.7
Thamnophilus_bridgesi,71,6.8
Thamnophilus_bridgesi,73,6
Thamnophilus_bridgesi,74,6.7
Thamnophilus_bridgesi,75,7.1
Thamnophilus_bridgesi,76,7
Thamnophilus_bridgesi,75,6.8
Thamnophilus_bridgesi,72,6.7
Thamnophilus_bridgesi,74,6.5
Thamnophilus_caerulescens,69,5.6
Thamnophilus_caerulescens,66,5.1
Thamnophilus_caerulescens,70,5.2
Thamnophilus_caerulescens,69,5.9
Thamnophilus_caerulescens,71,5.3
Thamnophilus_cryptoleucus,78.2,7.2
Thamnophilus_cryptoleucus,74.7,6.7
Thamnophilus_cryptoleucus,74,7.2
Thamnophilus_cryptoleucus,77,7
Thamnophilus_insignis,80,5.7
Thamnophilus_insignis,74,5.8
Thamnophilus_insignis,75,5.7
Thamnophilus_insignis,78,NA
Thamnophilus_insignis,76,5.9
Thamnophilus_melanothorax,76,7
Thamnophilus_melanothorax,81,7.1
Thamnophilus_melanothorax,83,7.1
Thamnophilus_melanothorax,80,6.8
Thamnophilus_murinus,69,5.6
Thamnophilus_murinus,63,5.6
Thamnophilus_murinus,65,5.6
Thamnophilus_murinus,61,5.3
Thamnophilus_murinus,64,NA
Thamnophilus_nigriceps,71,5.7
Thamnophilus_nigriceps,74,6.1
Thamnophilus_nigrocinereus,80,6.5
Thamnophilus_nigrocinereus,80,6.9
Thamnophilus_nigrocinereus,76,6.8
Thamnophilus_nigrocinereus,76,6.4
Thamnophilus_palliatus,70,6.6
Thamnophilus_palliatus,70,5.7
Thamnophilus_palliatus,67,6.2
Thamnophilus_palliatus,71,5.9
Thamnophilus_pelzelni,69,6.2
Thamnophilus_pelzelni,67,6.1
Thamnophilus_pelzelni,66,5.9
Thamnophilus_pelzelni,67.5,5.9
Thamnophilus_praecox,74,5.8
Thamnophilus_punctatus,79,6
Thamnophilus_punctatus,70,5.6
Thamnophilus_punctatus,70,6.2
Thamnophilus_punctatus,63,6.2
Thamnophilus_punctatus,69,NA
Thamnophilus_ruficapillus,70,5.3
Thamnophilus_ruficapillus,71,5.1
Thamnophilus_ruficapillus,63,5.3
Thamnophilus_ruficapillus,68,5.1
Thamnophilus_schistaceus,66,6
Thamnophilus_schistaceus,62,6.1
Thamnophilus_schistaceus,60,5.7
Thamnophilus_schistaceus,63,5.7
Thamnophilus_schistaceus,64,5.3
Thamnophilus_schistaceus,66,5.7
Thamnophilus_schistaceus,64,5.6
Thamnophilus_schistaceus,60,5.8
Thamnophilus_schistaceus,60,5.7
Thamnophilus_schistaceus,64,5.9
Thamnophilus_schistaceus,60,6.2
Thamnophilus_stictocephalus,70,6
Thamnophilus_stictocephalus,70,6.5
Thamnophilus_stictocephalus,68,5.8
Thamnophilus_stictocephalus,71,6.2
Thamnophilus_stictocephalus,70,5.8
Thamnophilus_stictocephalus,70,5.9
Thamnophilus_stictocephalus,72,6
Thamnophilus_stictocephalus,68,5.8
Thamnophilus_sticturus,67.5,6.1
Thamnophilus_sticturus,66,5.5
Thamnophilus_sticturus,63,5.5
Thamnophilus_sticturus,68,5.9
Thamnophilus_tenuepunctatus,70.5,5.9
Thamnophilus_tenuepunctatus,67.5,5.8
Thamnophilus_tenuepunctatus,70.5,6.1
Thamnophilus_tenuepunctatus,71,5.8
Thamnophilus_torquatus,61,5.1
Thamnophilus_torquatus,58,5.7
Thamnophilus_torquatus,65,5.6
Thamnophilus_torquatus,56,5.6
Thamnophilus_unicolor,66,5.3
Thamnophilus_unicolor,68,6
Thamnophilus_unicolor,70,6
Thamnophilus_unicolor,72,5.8
Thamnornis_chloropetoides,63,3.6
Thamnornis_chloropetoides,63,3.6
Thamnornis_chloropetoides,59,3.7
Thamnornis_chloropetoides,58,3.5
Thaumastura_cora,42.6,1.4
Thaumastura_cora,38.8,1.8
Thaumastura_cora,41.1,1.2
Thaumastura_cora,39.1,1.3
Theristicus_caerulescens,402,21.6
Theristicus_caerulescens,424,20.3
Theristicus_caerulescens,417,22
Theristicus_caerulescens,390,22.6
Theristicus_caudatus,370,14
Theristicus_caudatus,400,19.3
Theristicus_caudatus,402,17.8
Theristicus_caudatus,405,10.5
Theristicus_melanopis,380,15
Theristicus_melanopis,383,16.1
Theristicus_melanopis,381,19.9
Theristicus_melanopis,384,15.9
Thescelocichla_leucopleura,114,5.7
Thescelocichla_leucopleura,115,5.9
Thescelocichla_leucopleura,113,5.3
Thescelocichla_leucopleura,110,5.6
Thinocorus_orbignyianus,137,5.8
Thinocorus_orbignyianus,146,6
Thinocorus_orbignyianus,145,6.1
Thinocorus_orbignyianus,132,5.4
Thinocorus_rumicivorus,106,5.1
Thinocorus_rumicivorus,104,5.2
Thinocorus_rumicivorus,104,5.3
Thinocorus_rumicivorus,109,5.1
Thinornis_novaeseelandiae,118,3.7
Thinornis_novaeseelandiae,115,4.2
Thinornis_novaeseelandiae,114,3.8
Thinornis_novaeseelandiae,118,4
Thinornis_rubricollis,137,4.4
Thinornis_rubricollis,139,4.2
Thinornis_rubricollis,137,4.5
Thinornis_rubricollis,139,4
Thraupis_bonariensis,88,7
Thraupis_bonariensis,85,6.7
Thraupis_bonariensis,83,7.1
Thraupis_bonariensis,92,7.3
Thraupis_bonariensis,89,7.8
Thraupis_bonariensis,92,7.8
Thraupis_bonariensis,86,7.4
Thraupis_bonariensis,88,7.2
Thraupis_bonariensis,88,6.9
Thraupis_bonariensis,89,7.3
Thraupis_bonariensis,89,6.9
Thraupis_cyanocephala,84,6.1
Thraupis_cyanocephala,89,7.3
Thraupis_cyanocephala,81.5,6.9
Thraupis_cyanocephala,83,7.2
Thraupis_cyanocephala,89,6.8
Thraupis_cyanocephala,87.5,6.9
Thraupis_cyanocephala,81,6.4
Thraupis_cyanocephala,85,7
Thraupis_cyanocephala,83,6.7
Thraupis_cyanocephala,86,6.7
Thraupis_cyanocephala,88,6.8
Thraupis_cyanocephala,80,6.4
Thraupis_cyanocephala,89,7
Thraupis_cyanocephala,73,6.5
Thraupis_cyanocephala,91,6.5
Thraupis_cyanocephala,83,6.3
Thraupis_cyanocephala,79,6.6
Thraupis_cyanocephala,83,6.6
Thraupis_cyanocephala,83,6.4
Thraupis_cyanocephala,86,6.8
Thraupis_cyanocephala,85.5,7.3
Thraupis_cyanocephala,86,6
Thraupis_cyanocephala,81,6
Thraupis_cyanocephala,80,6.4
Thraupis_cyanocephala,83,6.2
Thraupis_cyanocephala,84,6.4
Thraupis_cyanocephala,90,6.2
Thraupis_cyanocephala,83,6.4
Thraupis_cyanocephala,86,7.1
Thraupis_cyanocephala,82,6.2
Thraupis_cyanocephala,82,5.8
Thraupis_cyanocephala,82,6.5
Thraupis_cyanocephala,87,6.6
Thraupis_cyanocephala,85,6.8
Thraupis_cyanocephala,88,6.8
Thraupis_cyanocephala,76,6.8
Thraupis_cyanocephala,88,6.6
Thraupis_cyanocephala,84.5,6.8
Thraupis_cyanocephala,85,6.7
Thraupis_episcopus,90,6.9
Thraupis_episcopus,81,6.8
Thraupis_episcopus,84,6.7
Thraupis_episcopus,86,6.7
Thraupis_episcopus,90,6.7
Thraupis_episcopus,90,7
Thraupis_episcopus,90,6.7
Thraupis_episcopus,91,6.7
Thraupis_episcopus,92,7.1
Thraupis_episcopus,90,7.2
Thraupis_episcopus,86,6
Thraupis_episcopus,86,6.8
Thraupis_ornata,100,5.8
Thraupis_ornata,96,5.8
Thraupis_ornata,92,5
Thraupis_ornata,95,5.3
Thraupis_palmarum,90,5.5
Thraupis_palmarum,85,5.8
Thraupis_palmarum,90,5.7
Thraupis_palmarum,95,6
Thraupis_sayaca,92,7
Thraupis_sayaca,91,7.3
Thraupis_sayaca,86,6.9
Thraupis_sayaca,86,7.1
Thryorchilus_browni,49,2.8
Thryorchilus_browni,48,2.9
Thryorchilus_browni,52,2.9
Thryorchilus_browni,50,2.8
Thryothorus_atrogularis,68,4.7
Thryothorus_atrogularis,69,5.2
Thryothorus_atrogularis,65,4.7
Thryothorus_atrogularis,64,4.4
Thryothorus_coraya,61,4.2
Thryothorus_coraya,65,4.6
Thryothorus_coraya,60,4.4
Thryothorus_coraya,60,4.2
Thryothorus_euophrys,71.5,4.3
Thryothorus_euophrys,73,4.5
Thryothorus_euophrys,67,4.4
Thryothorus_euophrys,69.5,4.3
Thryothorus_fasciatoventris,66,5.2
Thryothorus_fasciatoventris,75,4.8
Thryothorus_fasciatoventris,64,5.1
Thryothorus_fasciatoventris,65,5.2
Thryothorus_fasciatoventris,62,5
Thryothorus_fasciatoventris,62,4.8
Thryothorus_fasciatoventris,66,4.1
Thryothorus_felix,57,4.3
Thryothorus_felix,60,4.5
Thryothorus_felix,54,4.5
Thryothorus_felix,58,4.3
Thryothorus_genibarbis,62,4.5
Thryothorus_genibarbis,62,4.6
Thryothorus_genibarbis,63,4.6
Thryothorus_genibarbis,57,4.2
Thryothorus_genibarbis,58,4
Thryothorus_genibarbis,65,4.5
Thryothorus_genibarbis,55,3.9
Thryothorus_genibarbis,62,4.6
Thryothorus_genibarbis,62,4.4
Thryothorus_genibarbis,59,4.2
Thryothorus_genibarbis,47,2.5
Thryothorus_genibarbis,NA,NA
Thryothorus_genibarbis,60,NA
Thryothorus_genibarbis,65.5,NA
Thryothorus_genibarbis,60,4.3
Thryothorus_genibarbis,62,4.2
Thryothorus_genibarbis,57,4.1
Thryothorus_genibarbis,61,4.4
Thryothorus_genibarbis,59,4.4
Thryothorus_genibarbis,63,4.6
Thryothorus_genibarbis,63,4.6
Thryothorus_genibarbis,55,4.4
Thryothorus_guarayanus,55,3.9
Thryothorus_guarayanus,54,3.6
Thryothorus_guarayanus,51,3.4
Thryothorus_guarayanus,60.6,NA
Thryothorus_leucopogon,56,3.7
Thryothorus_leucopogon,52,3.4
Thryothorus_leucopogon,55,3.8
Thryothorus_leucopogon,52,3.7
Thryothorus_leucopogon,55,3.8
Thryothorus_leucopogon,56,3.7
Thryothorus_leucopogon,57,4
Thryothorus_leucopogon,56,4
Thryothorus_leucotis,62,3.5
Thryothorus_leucotis,62,3.8
Thryothorus_leucotis,63,3.8
Thryothorus_leucotis,61,3.8
Thryothorus_leucotis,66,4
Thryothorus_leucotis,59,3.6
Thryothorus_leucotis,63,NA
Thryothorus_leucotis,63,3.8
Thryothorus_leucotis,65,3.6
Thryothorus_leucotis,56,3.4
Thryothorus_leucotis,59,3.8
Thryothorus_leucotis,65,3.9
Thryothorus_leucotis,64,3.7
Thryothorus_leucotis,65,4.1
Thryothorus_leucotis,62,4.1
Thryothorus_longirostris,63,4.4
Thryothorus_longirostris,70.5,4.3
Thryothorus_longirostris,71.5,4.5
Thryothorus_longirostris,63,4.4
Thryothorus_ludovicianus,61.5,4.3
Thryothorus_ludovicianus,57,4
Thryothorus_ludovicianus,60,3.9
Thryothorus_ludovicianus,NA,3.8
Thryothorus_ludovicianus,64,4
Thryothorus_ludovicianus,57,4.2
Thryothorus_ludovicianus,54,4.1
Thryothorus_ludovicianus,62,3.5
Thryothorus_ludovicianus,60,3.8
Thryothorus_ludovicianus,58,3.7
Thryothorus_ludovicianus,61,3.6
Thryothorus_ludovicianus,59,3.9
Thryothorus_maculipectus,58,4.3
Thryothorus_maculipectus,61,3.9
Thryothorus_maculipectus,60,4.3
Thryothorus_maculipectus,57,4.3
Thryothorus_maculipectus,58,4.6
Thryothorus_maculipectus,58,4.4
Thryothorus_maculipectus,57,4
Thryothorus_maculipectus,58,4
Thryothorus_maculipectus,58,4
Thryothorus_maculipectus,62,4.3
Thryothorus_mystacalis,67,4.9
Thryothorus_mystacalis,66,5
Thryothorus_mystacalis,61,4.3
Thryothorus_mystacalis,64,4.5
Thryothorus_nigricapillus,70,4.6
Thryothorus_nigricapillus,69,4.6
Thryothorus_nigricapillus,69,4.6
Thryothorus_nigricapillus,70,4.9
Thryothorus_nigricapillus,66,4.8
Thryothorus_nigricapillus,66,4.7
Thryothorus_nigricapillus,61,4.1
Thryothorus_nigricapillus,63,4.3
Thryothorus_nigricapillus,72,4.3
Thryothorus_nigricapillus,64,4.6
Thryothorus_nigricapillus,67,4.9
Thryothorus_nigricapillus,64,4.2
Thryothorus_nigricapillus,64,4.7
Thryothorus_nigricapillus,61,4.5
Thryothorus_nigricapillus,62,4
Thryothorus_nigricapillus,63,4.4
Thryothorus_nigricapillus,66,4.3
Thryothorus_nigricapillus,62,3.8
Thryothorus_nigricapillus,62,4.2
Thryothorus_nigricapillus,66,4.5
Thryothorus_nigricapillus,67,4.5
Thryothorus_nigricapillus,77,4.5
Thryothorus_nigricapillus,66,4.3
Thryothorus_nigricapillus,67,4.6
Thryothorus_pleurostictus,64,4.3
Thryothorus_pleurostictus,65,4.5
Thryothorus_pleurostictus,66,4.4
Thryothorus_pleurostictus,63,4.4
Thryothorus_pleurostictus,64,4.2
Thryothorus_pleurostictus,63,4.5
Thryothorus_pleurostictus,63,4.2
Thryothorus_pleurostictus,62,4.5
Thryothorus_pleurostictus,61,4.4
Thryothorus_rufalbus,75,4.7
Thryothorus_rufalbus,73,4.6
Thryothorus_rufalbus,70,4.9
Thryothorus_rufalbus,67,4.1
Thryothorus_rufalbus,69,4.6
Thryothorus_rufalbus,69,NA
Thryothorus_rutilus,62,4.5
Thryothorus_rutilus,60,3.9
Thryothorus_rutilus,62,NA
Thryothorus_rutilus,58.5,4.5
Thryothorus_rutilus,63,4.4
Thryothorus_rutilus,59,4.5
Thryothorus_rutilus,57,3.9
Thryothorus_rutilus,54,3.6
Thryothorus_rutilus,61,4
Thryothorus_rutilus,58,4
Thryothorus_rutilus,57,3.9
Thryothorus_sclateri,64,4
Thryothorus_sclateri,60,4.1
Thryothorus_semibadius,63,3.9
Thryothorus_semibadius,60,3.9
Thryothorus_semibadius,62,4
Thryothorus_semibadius,63,4.2
Thryothorus_semibadius,62,3.6
Thryothorus_semibadius,61,4
Thryothorus_semibadius,64,4
Thryothorus_semibadius,63,NA
Thryothorus_semibadius,60,3.9
Thryothorus_semibadius,64,4.1
Thryothorus_semibadius,60,4
Thryothorus_semibadius,66,4.1
Thryothorus_semibadius,62,3.6
Thryothorus_semibadius,62,4.1
Thryothorus_semibadius,64,4
Thryothorus_semibadius,65,4.1
Thryothorus_semibadius,61,3.8
Thryothorus_semibadius,64,4
Thryothorus_semibadius,61,3.8
Thryothorus_sinaloa,60.5,4
Thryothorus_sinaloa,63,3.8
Thryothorus_sinaloa,56.5,3.8
Thryothorus_sinaloa,55,3.8
Thryothorus_sinaloa,65,4
Thryothorus_sinaloa,60,4.4
Thryothorus_sinaloa,58,4.1
Thryothorus_sinaloa,58,4
Thryothorus_sinaloa,61,4.1
Thryothorus_superciliaris,67,4.1
Thryothorus_superciliaris,67,4.3
Thryothorus_superciliaris,72,NA
Thryothorus_superciliaris,66,4.1
Thryothorus_superciliaris,69,3.8
Thryothorus_superciliaris,65,4.5
Thryothorus_superciliaris,62,4.1
Thryothorus_superciliaris,69,4.2
Thryothorus_superciliaris,62,4
Thryothorus_superciliaris,68,4
Thryothorus_superciliaris,66,4.4
Thryothorus_thoracicus,62,3.9
Thryothorus_thoracicus,57,4
Thryothorus_thoracicus,55,3.7
Thryothorus_thoracicus,60,4.1
Thryothorus_thoracicus,55,3.5
Thryothorus_thoracicus,58,3.4
Thryothorus_thoracicus,59,3.6
Thryothorus_thoracicus,57,3.5
Thryothorus_thoracicus,57,3.6
Tiaris_bicolor,53,5.7
Tiaris_bicolor,50,6.1
Tiaris_bicolor,48,5.2
Tiaris_bicolor,51,5.7
Tiaris_bicolor,52.5,NA
Tiaris_canorus,50,5.8
Tiaris_canorus,44.5,6.2
Tiaris_canorus,48,5
Tiaris_canorus,47.5,5.6
Tiaris_fuliginosus,58,6.4
Tiaris_fuliginosus,57,7.1
Tiaris_fuliginosus,58,7.8
Tiaris_fuliginosus,57,8.2
Tiaris_fuliginosus,59,8.1
Tiaris_obscurus,54.5,5.7
Tiaris_obscurus,52,5.5
Tiaris_obscurus,56,5.7
Tiaris_obscurus,53,5.8
Tiaris_olivaceus,50,5.2
Tiaris_olivaceus,54,5.3
Tiaris_olivaceus,50,4.7
Tiaris_olivaceus,48,5.4
Tiaris_olivaceus,50,NA
Tichodroma_muraria,103,3.2
Tichodroma_muraria,96.5,2.8
Tichodroma_muraria,95,2.8
Tichodroma_muraria,101,2.7
Timalia_pileata,70,5.3
Timalia_pileata,64,5.5
Timalia_pileata,66,5.5
Timalia_pileata,64,5.2
Timeliopsis_fulvigula,74.5,4
Timeliopsis_fulvigula,72,4.3
Timeliopsis_fulvigula,71,4.2
Timeliopsis_fulvigula,71,4.1
Timeliopsis_griseigula,87,4.3
Timeliopsis_griseigula,93,5
Timeliopsis_griseigula,90,4.8
Timeliopsis_griseigula,85.5,4.9
Tinamotis_ingoufi,208.4,6.5
Tinamotis_ingoufi,222,7.2
Tinamotis_pentlandii,245,7.5
Tinamotis_pentlandii,252,7.4
Tinamotis_pentlandii,261,7.2
Tinamotis_pentlandii,255,7.5
Tityra_cayana,118,9.8
Tityra_cayana,106,9.8
Tityra_cayana,107,10.1
Tityra_cayana,112,10.4
Tityra_cayana,121,9.7
Tityra_cayana,127,10.3
Tityra_cayana,119,10.9
Tityra_cayana,109,9.7
Tityra_semifasciata,112,10.1
Tityra_semifasciata,110,9.7
Tityra_semifasciata,111,10.4
Tityra_semifasciata,121,10.5
Tityra_semifasciata,126,10.3
Tityra_semifasciata,121,10.4
Tityra_semifasciata,125,10.6
Tityra_semifasciata,114,11.9
Todus_mexicanus,41,3
Todus_mexicanus,41,3.2
Todus_mexicanus,41,3.1
Todus_mexicanus,41,3.1
Todus_multicolor,43,2.8
Todus_multicolor,42,2.8
Todus_multicolor,42,2.7
Todus_multicolor,42,2.6
Todus_subulatus,51,3.4
Todus_subulatus,51,3.7
Todus_subulatus,51,3.2
Todus_subulatus,47,3
Todus_todus,48,2.8
Todus_todus,46,2.8
Todus_todus,44,2.6
Todus_todus,46,2.8
Torgos_tracheliotus,765,46.3
Torgos_tracheliotus,660,44.6
Torgos_tracheliotus,680,45.2
Torgos_tracheliotus,740,44
Toxorhamphus_novaeguineae,68.5,4.3
Toxorhamphus_novaeguineae,68.5,4.3
Toxorhamphus_novaeguineae,62,3.9
Toxorhamphus_novaeguineae,51,3
Toxorhamphus_poliopterus,67,3.8
Toxorhamphus_poliopterus,69,4.1
Toxorhamphus_poliopterus,63,3.3
Toxorhamphus_poliopterus,63,4
Toxorhamphus_poliopterus,67,NA
Toxostoma_bendirei,98,6
Toxostoma_bendirei,94,6.3
Toxostoma_bendirei,104,7.1
Toxostoma_bendirei,96,6.6
Toxostoma_bendirei,104,NA
Toxostoma_cinereum,102,7.6
Toxostoma_cinereum,102,6.8
Toxostoma_cinereum,93,5.7
Toxostoma_cinereum,95,6.8
Toxostoma_cinereum,99,6.9
Toxostoma_crissale,104,6.7
Toxostoma_crissale,106,6.8
Toxostoma_crissale,100,5.7
Toxostoma_crissale,94,5.4
Toxostoma_curvirostre,112,6.7
Toxostoma_curvirostre,116,6.7
Toxostoma_curvirostre,108,6.1
Toxostoma_curvirostre,112,6.6
Toxostoma_guttatum,84.5,5.6
Toxostoma_guttatum,86,5.3
Toxostoma_guttatum,86,5.6
Toxostoma_guttatum,89,5.8
Toxostoma_lecontei,98.5,5.6
Toxostoma_lecontei,99.5,5.8
Toxostoma_lecontei,97,5.8
Toxostoma_lecontei,92,5.8
Toxostoma_longirostre,101,6
Toxostoma_longirostre,99,6.6
Toxostoma_longirostre,98,5.8
Toxostoma_longirostre,99,6.5
Toxostoma_ocellatum,104,7.5
Toxostoma_ocellatum,102,7
Toxostoma_ocellatum,109,7.3
Toxostoma_ocellatum,102,6.6
Toxostoma_ocellatum,103,7
Toxostoma_redivivum,113,7.2
Toxostoma_redivivum,103,7.8
Toxostoma_redivivum,99,6.3
Toxostoma_redivivum,94,6.8
Toxostoma_redivivum,101,NA
Toxostoma_rufum,101,6.2
Toxostoma_rufum,100,6.1
Toxostoma_rufum,100.5,6.2
Toxostoma_rufum,101,6.3
Tragopan_blythii,233,10.5
Tragopan_blythii,269,12.2
Tragopan_blythii,229,10
Tragopan_blythii,256,10.8
Tragopan_caboti,225,10
Tragopan_caboti,230,10.5
Tragopan_caboti,205,10.1
Tragopan_caboti,198,8.5
Tragopan_satyra,239,9.9
Tragopan_satyra,226,8.9
Tragopan_satyra,261,10
Tragopan_satyra,259,10.3
Tragopan_temminckii,263,10.6
Tragopan_temminckii,216,9.4
Tragopan_temminckii,221,10.1
Tragopan_temminckii,250,11.3
Tregellasia_capito,74,3.1
Tregellasia_capito,74,3.6
Tregellasia_capito,81,3.6
Tregellasia_capito,80,3.5
Tregellasia_leucops,76,4.6
Tregellasia_leucops,79,4.5
Tregellasia_leucops,72,3.7
Tregellasia_leucops,70,3.2
Trichoglossus_chlorolepidotus,132,15.9
Trichoglossus_chlorolepidotus,134,16.5
Trichoglossus_chlorolepidotus,132,18.1
Trichoglossus_chlorolepidotus,134,16.7
Trichoglossus_euteles,129,15.8
Trichoglossus_euteles,126,16.1
Trichoglossus_euteles,125,16.8
Trichoglossus_euteles,125,15.1
Trichoglossus_haematodus,160,21.1
Trichoglossus_haematodus,159,21.2
Trichoglossus_haematodus,148,19.6
Trichoglossus_haematodus,154,20.8
Trichoglossus_johnstoniae,115,14.2
Trichoglossus_johnstoniae,115,14.3
Trichoglossus_johnstoniae,104,13.8
Trichoglossus_johnstoniae,109,14.4
Trichoglossus_johnstoniae,104,15.4
Trichoglossus_ornatus,126,17.5
Trichoglossus_ornatus,125,18.5
Trichoglossus_ornatus,127,18.3
Trichoglossus_ornatus,128,17.9
Trichothraupis_melanops,84,5.6
Trichothraupis_melanops,82,6.6
Trichothraupis_melanops,77,5.3
Trichothraupis_melanops,79,6.3
Trichothraupis_melanops,81,5.9
Trichothraupis_melanops,77,5.4
Triclaria_malachitacea,156,23.5
Triclaria_malachitacea,154,23
Triclaria_malachitacea,164,24.1
Triclaria_malachitacea,162,24
Tringa_brevipes,154,5.4
Tringa_brevipes,158,5.2
Tringa_brevipes,154,4.9
Tringa_brevipes,158,5
Tringa_flavipes,147,3.8
Tringa_flavipes,154,4
Tringa_flavipes,147,4
Tringa_flavipes,157,4.5
Tringa_glareola,142,4
Tringa_glareola,127,3.8
Tringa_glareola,122,3.5
Tringa_glareola,120,4.2
Tringa_incana,165,5.2
Tringa_incana,164,4.8
Tringa_incana,160,5
Tringa_incana,166,5.1
Tringa_melanoleuca,194,5.8
Tringa_melanoleuca,190,6.3
Tringa_melanoleuca,197,5.9
Tringa_melanoleuca,197,6
Tringa_nebularia,188,5.9
Tringa_nebularia,188,6.2
Tringa_nebularia,188,6.2
Tringa_nebularia,180,6
Tringa_ochropus,138,4.2
Tringa_ochropus,136,4
Tringa_ochropus,138,3.9
Tringa_ochropus,140,4
Tringa_semipalmata,199,6.8
Tringa_semipalmata,200,7.6
Tringa_semipalmata,205,7.1
Tringa_semipalmata,210,7.4
Tringa_solitaria,127,4.2
Tringa_solitaria,124,3.8
Tringa_solitaria,130,3.9
Tringa_solitaria,133,3.8
Tringa_stagnatilis,137,3.6
Tringa_stagnatilis,131,3
Tringa_stagnatilis,141,3.4
Tringa_stagnatilis,123,3.3
Tringa_totanus,153,5
Tringa_totanus,153,4.8
Tringa_totanus,158,5.1
Tringa_totanus,147,4.6
Trochocercus_cyanomelas,68,2.9
Trochocercus_cyanomelas,66,2.6
Trochocercus_cyanomelas,66,2.7
Trochocercus_cyanomelas,67,3
Trochocercus_nitens,66,3.3
Trochocercus_nitens,67,3.2
Trochocercus_nitens,60,2.8
Trochocercus_nitens,64,3.1
Trochocercus_nitens,64.4,NA
Troglodytes_aedon,52,2.9
Troglodytes_aedon,54,2.7
Troglodytes_aedon,54,2.9
Troglodytes_aedon,51,2.7
Troglodytes_aedon,50,2.7
Troglodytes_aedon,52,2.4
Troglodytes_aedon,53,2.6
Troglodytes_aedon,45,2.7
Troglodytes_aedon,51,2.6
Troglodytes_aedon,51,2.7
Troglodytes_aedon,52,2.9
Troglodytes_aedon,51,2.9
Troglodytes_aedon,52,2.9
Troglodytes_aedon,52,2.7
Troglodytes_aedon,51,2.7
Troglodytes_aedon,50,2.8
Troglodytes_aedon,49,2.4
Troglodytes_ochraceus,48,2.8
Troglodytes_ochraceus,46.5,2.7
Troglodytes_ochraceus,49,3.1
Troglodytes_ochraceus,47,2.8
Troglodytes_ochraceus,48,2.9
Troglodytes_ochraceus,47,3
Troglodytes_ochraceus,46,3.3
Troglodytes_ochraceus,45,3.1
Troglodytes_ochraceus,47,3
Troglodytes_rufociliatus,51,2.9
Troglodytes_rufociliatus,52,3
Troglodytes_rufociliatus,50,3
Troglodytes_rufociliatus,48,2.9
Troglodytes_rufulus,60,3.3
Troglodytes_rufulus,55,3.1
Troglodytes_rufulus,52,3.3
Troglodytes_rufulus,56,3
Troglodytes_sissonii,45.5,3.1
Troglodytes_sissonii,44.5,3
Troglodytes_sissonii,48,2.8
Troglodytes_sissonii,48,3
Troglodytes_sissonii,47,2.8
